marital,divorce,widowed,agekdbrn,happy,hapmar,hapcohab,age,degree,income,relgion,life
Never Married,NA,NA,NA,Not Too Happy,NA,NA,61,Bachelors,"$10,000 to $14,999",Other,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,31,Graduate,"$25,000 or more",Inter-Nondenominational,Exciting
Married,Yes,No ,28,Pretyy Happy,Very Happy,NA,56,Graduate,"$25,000 or more",Catholic ,Exciting
Widowed,No ,NA,32,Pretyy Happy,NA,NA,74,Bachelors,"$20,000 to $24,999",None,Routine
Widowed,Yes,NA,24,Pretyy Happy,NA,NA,63,High School,"$1,000 to $2,999",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,64,High School,"$20,000 to $24,999",None,Routine
Married,No ,No ,30,Pretyy Happy,Pretyy Happy,NA,69,High School,"$25,000 or more",None,Routine
Married,No ,No ,29,Pretyy Happy,Very Happy,NA,58,Bachelors,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,23,Pretyy Happy,NA,NA,62,High School,"$15,000 to $19,999",None,Routine
Divorced,NA,No ,22,Not Too Happy,NA,NA,37,Associate,"$6,000 to $6,999",None,Routine
Divorced,NA,No ,29,Not Too Happy,NA,Pretyy Happy,64,Bachelors,"$10,000 to $14,999",Protestant,Routine
Married,No ,No ,29,Very Happy,Very Happy,NA,39,Bachelors,"$25,000 or more",None,Routine
Married,No ,No ,36,Pretyy Happy,Very Happy,NA,70,Bachelors,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,27,Very Happy,Very Happy,NA,52,Graduate,Refused,Protestant,Exciting
Widowed,No ,NA,23,Not Too Happy,NA,NA,86,High School,"$8,000 to $9,999",Protestant,Dull
Married,No ,No ,18,Pretyy Happy,Pretyy Happy,NA,70,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,39,Pretyy Happy,Very Happy,NA,49,High School,"$25,000 or more",None,Routine
Married,No ,No ,39,Pretyy Happy,Pretyy Happy,NA,55,High School,Refused,Catholic ,Routine
Married,Yes,No ,20,Very Happy,Pretyy Happy,NA,39,High School,"$25,000 or more",Catholic ,Exciting
Married,No ,No ,34,Pretyy Happy,Very Happy,NA,55,High School,"$25,000 or more",Catholic ,Routine
Married,No ,No ,34,Pretyy Happy,Very Happy,NA,36,Bachelors,Refused,None,Routine
Married,Yes,Yes,40,Pretyy Happy,Very Happy,NA,74,Bachelors,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,24,Very Happy,Very Happy,NA,63,Graduate,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,20,Not Too Happy,NA,NA,31,High School,"$20,000 to $24,999",None,Routine
Widowed,Yes,NA,21,Pretyy Happy,NA,NA,39,High School,"$25,000 or more",None,Routine
Married,No ,No ,NA,Very Happy,Very Happy,NA,65,Bachelors,"$25,000 or more",Buddhism,Routine
Married,No ,No ,41,Very Happy,Very Happy,NA,52,Bachelors,"<$1,000",Catholic ,Routine
Married,Yes,No ,25,Very Happy,Very Happy,NA,62,High School,Refused,Protestant,Exciting
Married,No ,No ,16,Pretyy Happy,Pretyy Happy,NA,31,Graduate,"<$1,000",Protestant,Exciting
Divorced,NA,No ,22,Not Too Happy,NA,NA,55,High School,"$25,000 or more",Catholic ,Routine
Widowed,Yes,NA,18,Pretyy Happy,NA,NA,81,<High School,"$1,000 to $2,999",Protestant,Routine
Married,No ,No ,NA,Pretyy Happy,Very Happy,NA,44,Graduate,"$25,000 or more",None,Routine
Divorced,NA,No ,20,Pretyy Happy,NA,Pretyy Happy,32,Associate,"$25,000 or more",None,Routine
Married,No ,No ,29,Pretyy Happy,Very Happy,NA,53,High School,"$25,000 or more",None,Routine
Married,No ,No ,27,Pretyy Happy,Pretyy Happy,NA,61,Graduate,Refused,Protestant,Exciting
Never Married,NA,NA,NA,Not Too Happy,NA,NA,19,High School,"$25,000 or more",Protestant,Dull
Married,No ,No ,27,Pretyy Happy,Very Happy,NA,33,Bachelors,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,32,Pretyy Happy,Very Happy,NA,55,Bachelors,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,30,Not Too Happy,NA,NA,43,<High School,"<$1,000",Protestant,Dull
Married,Yes,No ,20,Pretyy Happy,Pretyy Happy,NA,69,High School,"$25,000 or more",Catholic ,Routine
Widowed,Yes,NA,25,Not Too Happy,NA,NA,84,High School,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,36,Pretyy Happy,NA,NA,58,Bachelors,"$25,000 or more",Catholic ,Routine
Widowed,Yes,NA,21,Very Happy,NA,NA,73,High School,"<$1,000",Protestant,Dull
Married,No ,No ,35,Pretyy Happy,Not Too Happy,NA,63,Graduate,Refused,Buddhism,Routine
Married,Yes,No ,19,Very Happy,Very Happy,NA,75,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,32,Pretyy Happy,Very Happy,NA,59,Bachelors,Refused,Protestant,Routine
Married,Yes,No ,18,Pretyy Happy,Very Happy,NA,68,High School,"$25,000 or more",Protestant,Exciting
Married,Yes,Yes,17,Pretyy Happy,Pretyy Happy,NA,62,High School,"$25,000 or more",Protestant,Routine
Married,Yes,No ,28,Pretyy Happy,Pretyy Happy,NA,62,High School,"$20,000 to $24,999",Catholic ,Routine
Divorced,NA,No ,22,Very Happy,NA,Very Happy,55,High School,"$25,000 or more",None,Routine
Divorced,NA,No ,30,Not Too Happy,NA,NA,52,Associate,"$25,000 or more",None,Exciting
Married,Yes,No ,24,Pretyy Happy,Very Happy,NA,55,High School,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,Pretyy Happy,68,Graduate,Refused,Protestant,Routine
Married,Yes,No ,NA,Pretyy Happy,Pretyy Happy,NA,71,Bachelors,"$25,000 or more",Catholic ,Routine
Married,No ,No ,31,Pretyy Happy,Pretyy Happy,NA,60,Graduate,Refused,None,Exciting
Married,No ,No ,NA,Pretyy Happy,Pretyy Happy,NA,45,Graduate,"$25,000 or more",Protestant,Exciting
Widowed,No ,NA,NA,Not Too Happy,NA,NA,74,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,37,Very Happy,Very Happy,NA,53,High School,"$25,000 or more",Catholic ,Exciting
Married,No ,No ,19,Pretyy Happy,Not Too Happy,NA,36,<High School,"$25,000 or more",None,Exciting
Never Married,NA,NA,18,Very Happy,NA,Very Happy,37,<High School,"$3,000 to $3,999",Catholic ,Routine
Never Married,NA,NA,25,Pretyy Happy,NA,Pretyy Happy,38,Bachelors,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,25,Pretyy Happy,Very Happy,NA,49,Associate,"$25,000 or more",Catholic ,Routine
Married,No ,No ,39,Pretyy Happy,Very Happy,NA,62,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,20,Very Happy,Very Happy,NA,74,Associate,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,NA,Very Happy,NA,NA,29,Bachelors,"$15,000 to $19,999",None,Exciting
Never Married,NA,NA,21,Very Happy,NA,NA,35,High School,"$1,000 to $2,999",None,Exciting
Married,No ,No ,19,Pretyy Happy,Pretyy Happy,NA,29,Associate,"$25,000 or more",Protestant,Routine
Married,Yes,No ,19,Not Too Happy,Very Happy,NA,69,Bachelors,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,74,High School,"$25,000 or more",Inter-Nondenominational,Routine
Never Married,NA,NA,15,Very Happy,NA,Very Happy,21,High School,"$1,000 to $2,999",None,Exciting
Divorced,NA,No ,33,Pretyy Happy,NA,NA,57,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,39,Not Too Happy,Pretyy Happy,NA,53,Bachelors,"$25,000 or more",Christian,Exciting
Married,No ,No ,26,Very Happy,Very Happy,NA,57,Graduate,"$25,000 or more",Protestant,Exciting
Married,No ,No ,25,Very Happy,Very Happy,NA,67,High School,"$25,000 or more",None,Routine
Divorced,NA,No ,33,Pretyy Happy,NA,NA,50,High School,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,24,Pretyy Happy,NA,NA,44,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,26,Pretyy Happy,Very Happy,NA,37,Bachelors,"$25,000 or more",Catholic ,Exciting
Married,No ,No ,NA,Not Too Happy,Pretyy Happy,NA,54,High School,"$25,000 or more",Inter-Nondenominational,Routine
Divorced,NA,No ,17,Very Happy,NA,NA,56,Associate,"$25,000 or more",Christian,Exciting
Never Married,NA,NA,24,Pretyy Happy,NA,NA,34,High School,"$15,000 to $19,999",None,Dull
Divorced,NA,No ,20,Pretyy Happy,NA,NA,47,High School,"$25,000 or more",Protestant,Routine
Separated,NA,No ,20,Pretyy Happy,NA,NA,65,High School,"$1,000 to $2,999",Buddhism,Routine
Married,No ,No ,23,Pretyy Happy,Pretyy Happy,NA,31,Graduate,"$25,000 or more",None,Routine
Married,Yes,No ,25,Pretyy Happy,Very Happy,NA,53,Bachelors,"$25,000 or more",Protestant,Exciting
Married,No ,No ,31,Very Happy,Very Happy,NA,47,Associate,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,28,Bachelors,"$15,000 to $19,999",None,Dull
Married,No ,No ,25,Very Happy,Very Happy,NA,36,Graduate,"$25,000 or more",Protestant,Exciting
Married,No ,No ,25,Pretyy Happy,Very Happy,NA,54,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,18,Not Too Happy,NA,NA,61,High School,"<$1,000",Protestant,Routine
Married,No ,No ,NA,Pretyy Happy,Pretyy Happy,NA,41,Graduate,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,Pretyy Happy,45,Bachelors,"$25,000 or more",Protestant,Exciting
Married,No ,No ,25,Pretyy Happy,Pretyy Happy,NA,43,Bachelors,"$25,000 or more",Protestant,Routine
Separated,NA,No ,48,Pretyy Happy,NA,NA,62,Graduate,"$25,000 or more",Protestant,Exciting
Married,Yes,No ,24,Pretyy Happy,Pretyy Happy,NA,45,High School,Refused,None,Exciting
Married,No ,No ,22,Not Too Happy,Very Happy,NA,43,High School,"$20,000 to $24,999",Protestant,Routine
Married,Yes,No ,24,Pretyy Happy,Pretyy Happy,NA,71,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,NA,Very Happy,Very Happy,NA,37,Bachelors,"$25,000 or more",None,Routine
Married,No ,No ,31,Pretyy Happy,Pretyy Happy,NA,70,Graduate,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,43,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,NA,Pretyy Happy,Pretyy Happy,NA,30,Associate,"$25,000 or more",Catholic ,Routine
Married,No ,No ,20,Pretyy Happy,Pretyy Happy,NA,38,<High School,"$25,000 or more",Protestant,Dull
Married,Yes,No ,31,Very Happy,Very Happy,NA,80,Bachelors,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,28,Not Too Happy,NA,NA,46,High School,Refused,Catholic ,Exciting
Married,Yes,No ,38,Not Too Happy,Very Happy,NA,61,Graduate,"$25,000 or more",None,Exciting
Never Married,NA,NA,26,Pretyy Happy,NA,NA,34,Bachelors,"$25,000 or more",None,Routine
Married,Yes,No ,19,Not Too Happy,Pretyy Happy,NA,39,Associate,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,25,Associate,"$20,000 to $24,999",None,Routine
Married,No ,No ,26,Very Happy,Very Happy,NA,45,Bachelors,"$25,000 or more",Protestant,Exciting
Married,No ,No ,19,Very Happy,Very Happy,NA,39,High School,"$25,000 or more",Christian,Exciting
Never Married,NA,NA,29,Pretyy Happy,NA,NA,50,High School,"$25,000 or more",Protestant,Exciting
Married,No ,No ,26,Pretyy Happy,Pretyy Happy,NA,30,Bachelors,"$25,000 or more",Catholic ,Routine
Married,Yes,No ,19,Pretyy Happy,Pretyy Happy,NA,81,Graduate,"$25,000 or more",Protestant,Routine
Separated,NA,No ,32,Pretyy Happy,NA,Pretyy Happy,36,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,21,Very Happy,Very Happy,NA,35,Bachelors,"$25,000 or more",Other,Exciting
Separated,NA,No ,21,Pretyy Happy,NA,NA,46,Graduate,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,23,Pretyy Happy,NA,NA,67,High School,"$15,000 to $19,999",Protestant,Routine
Divorced,NA,No ,32,Pretyy Happy,NA,NA,75,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,29,Bachelors,"$25,000 or more",None,Routine
Married,No ,No ,NA,Pretyy Happy,Very Happy,NA,50,Bachelors,"$25,000 or more",Catholic ,Routine
Married,No ,No ,38,Very Happy,Very Happy,NA,52,Bachelors,"$25,000 or more",Jewish ,Routine
Married,No ,No ,32,Pretyy Happy,Very Happy,NA,66,Bachelors,"$25,000 or more",Catholic ,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,30,Graduate,"$25,000 or more",Jewish ,Routine
Married,No ,No ,29,Very Happy,Very Happy,NA,71,Graduate,"$25,000 or more",Protestant,Exciting
Married,Yes,No ,NA,Pretyy Happy,Very Happy,NA,77,Graduate,"$25,000 or more",None,Exciting
Married,No ,No ,23,Very Happy,Very Happy,NA,48,<High School,"$25,000 or more",Protestant,Dull
Married,No ,No ,30,Pretyy Happy,Pretyy Happy,NA,74,Bachelors,"$25,000 or more",Jewish ,Routine
Married,No ,No ,30,Very Happy,Very Happy,NA,35,Bachelors,"$25,000 or more",Catholic ,Exciting
Divorced,NA,No ,20,Not Too Happy,NA,Pretyy Happy,67,Associate,"<$1,000",Christian,Routine
Married,No ,No ,23,Pretyy Happy,Very Happy,NA,40,High School,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,68,High School,"$7,000 to $7,999",None,Routine
Divorced,NA,No ,40,Not Too Happy,NA,NA,48,Bachelors,"$25,000 or more",Protestant,Exciting
Widowed,No ,NA,19,Not Too Happy,NA,NA,85,Graduate,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,18,Pretyy Happy,NA,NA,73,High School,"$15,000 to $19,999",Protestant,Routine
Married,No ,No ,19,Very Happy,Very Happy,NA,61,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,63,Bachelors,"$25,000 or more",None,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,26,Associate,"<$1,000",Protestant,Exciting
Divorced,NA,No ,22,Pretyy Happy,NA,NA,54,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,21,Pretyy Happy,Very Happy,NA,42,Associate,"$25,000 or more",Buddhism,Exciting
Married,No ,No ,32,Very Happy,Very Happy,NA,40,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,30,Pretyy Happy,Pretyy Happy,NA,46,Graduate,Refused,None,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,Very Happy,44,Bachelors,"$25,000 or more",Protestant,Exciting
Married,No ,No ,25,Pretyy Happy,Very Happy,NA,47,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,30,High School,"$10,000 to $14,999",Christian,Routine
Married,Yes,No ,34,Not Too Happy,Very Happy,NA,75,Graduate,Refused,Protestant,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,22,Associate,"$25,000 or more",Protestant,Routine
Married,No ,No ,30,Pretyy Happy,Very Happy,NA,67,Bachelors,"$25,000 or more",Catholic ,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,26,Graduate,"$5,000 to $5,999",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,44,Bachelors,"$6,000 to $6,999",Buddhism,Exciting
Married,No ,No ,26,Pretyy Happy,Very Happy,NA,67,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,33,High School,"$25,000 or more",None,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,45,Bachelors,Refused,Catholic ,Routine
Separated,NA,No ,40,Pretyy Happy,NA,NA,53,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,NA,Not Too Happy,Pretyy Happy,NA,37,High School,"$1,000 to $2,999",Catholic ,Exciting
Never Married,NA,NA,28,Pretyy Happy,NA,Pretyy Happy,29,Bachelors,"$25,000 or more",None,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,31,High School,"$10,000 to $14,999",Other,Routine
Never Married,NA,NA,NA,Very Happy,NA,NA,26,Graduate,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,NA,Not Too Happy,NA,NA,28,Bachelors,"$25,000 or more",None,Routine
Widowed,No ,NA,31,Not Too Happy,NA,NA,64,High School,"$25,000 or more",Christian,Dull
Married,Yes,No ,18,Pretyy Happy,Pretyy Happy,NA,74,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Very Happy,NA,NA,20,High School,"$5,000 to $5,999",Jewish ,Exciting
Married,No ,No ,25,Not Too Happy,Very Happy,NA,64,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,17,Pretyy Happy,Very Happy,NA,63,High School,"$25,000 or more",Catholic ,Routine
Divorced,NA,No ,35,Pretyy Happy,NA,NA,63,Associate,"$10,000 to $14,999",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,29,Bachelors,"$25,000 or more",None,Routine
Married,No ,No ,31,Very Happy,Very Happy,NA,53,Bachelors,"$25,000 or more",Protestant,Exciting
Married,No ,No ,33,Pretyy Happy,Very Happy,NA,40,Bachelors,"$20,000 to $24,999",Muslim,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,71,Bachelors,"$10,000 to $14,999",Protestant,Dull
Married,No ,No ,29,Very Happy,Very Happy,NA,35,Graduate,"$25,000 or more",None,Routine
Married,Yes,No ,17,Very Happy,Very Happy,NA,47,Bachelors,Refused,Protestant,Exciting
Married,No ,No ,NA,Pretyy Happy,Very Happy,NA,32,Graduate,"$25,000 or more",None,Exciting
Married,Yes,No ,24,Very Happy,Very Happy,NA,67,Graduate,"$10,000 to $14,999",Protestant,Exciting
Married,No ,No ,38,Not Too Happy,Pretyy Happy,NA,39,Graduate,"$25,000 or more",Catholic ,Routine
Married,No ,No ,37,Pretyy Happy,Pretyy Happy,NA,45,High School,"$25,000 or more",None,Routine
Married,Yes,No ,20,Pretyy Happy,Pretyy Happy,NA,73,High School,"$25,000 or more",None,Exciting
Divorced,NA,No ,24,Not Too Happy,NA,NA,56,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,37,Very Happy,Very Happy,NA,52,Bachelors,"$25,000 or more",Catholic ,Routine
Widowed,Yes,NA,21,Pretyy Happy,NA,NA,84,High School,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,22,Very Happy,NA,Very Happy,68,High School,Refused,Protestant,Routine
Married,Yes,No ,26,Pretyy Happy,Very Happy,NA,68,Bachelors,Refused,Protestant,Exciting
Divorced,NA,No ,15,Pretyy Happy,NA,Not Too Happy,60,<High School,"$25,000 or more",None,Exciting
Married,No ,No ,NA,Very Happy,Very Happy,NA,68,Bachelors,"$25,000 or more",None,Exciting
Married,No ,No ,21,Pretyy Happy,Very Happy,NA,34,Bachelors,"$25,000 or more",Other,Exciting
Never Married,NA,NA,NA,Not Too Happy,NA,NA,65,Bachelors,"$15,000 to $19,999",Protestant,Routine
Divorced,NA,No ,25,Very Happy,NA,NA,79,Bachelors,"$20,000 to $24,999",Jewish ,Routine
Married,No ,No ,30,Pretyy Happy,Very Happy,NA,50,Associate,Refused,Protestant,Exciting
Married,Yes,No ,32,Very Happy,NA,Pretyy Happy,39,Bachelors,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,44,Bachelors,"$25,000 or more",Protestant,Routine
Widowed,No ,NA,16,Not Too Happy,NA,NA,80,Bachelors,"$25,000 or more",Protestant,Routine
Married,Yes,No ,33,Very Happy,Very Happy,NA,64,High School,"$25,000 or more",Protestant,Exciting
Widowed,No ,NA,21,Pretyy Happy,NA,NA,85,<High School,"$20,000 to $24,999",Protestant,Routine
Married,No ,No ,34,Very Happy,Very Happy,NA,43,Bachelors,"$25,000 or more",Catholic ,Routine
Never Married,NA,NA,NA,Very Happy,NA,Very Happy,50,High School,"$15,000 to $19,999",None,Exciting
Married,No ,No ,NA,Very Happy,Very Happy,NA,68,Graduate,"$25,000 or more",None,Routine
Married,No ,No ,35,Not Too Happy,Very Happy,NA,59,Bachelors,Refused,None,Routine
Divorced,NA,Yes,NA,Not Too Happy,NA,NA,65,Bachelors,"$25,000 or more",None,Routine
Married,No ,No ,NA,Very Happy,Very Happy,NA,26,Associate,"$25,000 or more",None,Routine
Married,Yes,No ,33,Pretyy Happy,Pretyy Happy,NA,61,Graduate,Refused,None,Routine
Married,No ,No ,30,Very Happy,Very Happy,NA,59,High School,"$25,000 or more",Protestant,Exciting
Never Married,NA,NA,19,Not Too Happy,NA,NA,63,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,31,Pretyy Happy,Very Happy,NA,35,Graduate,"$25,000 or more",Catholic ,Exciting
Divorced,NA,No ,30,Pretyy Happy,NA,Pretyy Happy,54,Bachelors,"$25,000 or more",Protestant,Routine
Married,No ,No ,32,Pretyy Happy,Pretyy Happy,NA,35,Graduate,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,Very Happy,26,Graduate,"$25,000 or more",Protestant,Routine
Married,No ,No ,NA,Not Too Happy,Pretyy Happy,NA,33,Bachelors,"$25,000 or more",None,Routine
Never Married,NA,NA,NA,Very Happy,NA,NA,25,Bachelors,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,NA,28,<High School,"$25,000 or more",Hinduism,Routine
Married,No ,No ,32,Pretyy Happy,Pretyy Happy,NA,35,Bachelors,"$25,000 or more",None,Routine
Never Married,NA,NA,21,Pretyy Happy,NA,Very Happy,26,High School,"$25,000 or more",Christian,Routine
Never Married,NA,NA,NA,Not Too Happy,NA,NA,31,Bachelors,"$25,000 or more",None,Exciting
Divorced,NA,No ,19,Not Too Happy,NA,NA,38,<High School,"$25,000 or more",None,Dull
Never Married,NA,NA,NA,Not Too Happy,NA,NA,59,High School,"$25,000 or more",Protestant,Exciting
Married,No ,No ,27,Pretyy Happy,Pretyy Happy,NA,30,Associate,"$25,000 or more",Protestant,Routine
Divorced,NA,No ,NA,Not Too Happy,NA,NA,59,High School,"$25,000 or more",Protestant,Routine
Never Married,NA,NA,NA,Pretyy Happy,NA,Pretyy Happy,33,Graduate,"$25,000 or more",Protestant,Routine
Married,No ,No ,NA,Pretyy Happy,Pretyy Happy,NA,34,High School,"$4,000 to $4,999",Catholic ,Exciting
Married,No ,No ,24,Pretyy Happy,Very Happy,NA,79,Graduate,"$25,000 or more",Protestant,Exciting
Married,No ,No ,NA,Pretyy Happy,Very Happy,NA,51,Graduate,"$25,000 or more",Christian,Routine
Married,Yes,No ,17,Very Happy,Very Happy,NA,38,High School,"$20,000 to $24,999",Protestant,Routine
Married,No ,No ,NA,Very Happy,Very Happy,NA,25,Graduate,"$25,000 or more",Protestant,Routine
Married,Yes,No ,16,Pretyy Happy,Pretyy Happy,NA,65,<High School,"$25,000 or more",None,Routine
Married,No ,No ,NA,Pretyy Happy,Very Happy,NA,28,Graduate,"$25,000 or more",Protestant,Exciting
Married,No ,No ,28,Not Too Happy,Very Happy,NA,51,Graduate,"$25,000 or more",Protestant,Exciting
Married,No ,No ,26,Very Happy,Pretyy Happy,NA,44,Bachelors,"$25,000 or more",None,Routine
Married,No ,No ,24,Pretyy Happy,Very Happy,NA,34,High School,"$25,000 or more",Protestant,Routine
Married,No ,No ,17,Pretyy Happy,Very Happy,NA,70,High School,"$25,000 or more",Protestant,Exciting
Married,No ,No ,54,Pretyy Happy,Very Happy,NA,76,Associate,"$25,000 or more",Protestant,Routine
