"","marital","divorce","widowed","agekdbrn","happy","hapmar","hapcohab","age","degree","income","relgion","life"
"1969","Widowed","Yes",NA,21,"Pretyy Happy",NA,NA,39,"High School","$25,000 or more","None","Routine"
"1970","Married","No ","No ",NA,"Very Happy","Very Happy",NA,65,"Bachelors","$25,000 or more","Buddhism","Routine"
"1971","Married","No ","No ",41,"Very Happy","Very Happy",NA,52,"Bachelors","<$1,000","Catholic ","Routine"
"1972","Married","Yes","No ",25,"Very Happy","Very Happy",NA,62,"High School","Refused","Protestant","Exciting"
"1973","Married","No ","No ",16,"Pretyy Happy","Pretyy Happy",NA,31,"Graduate","<$1,000","Protestant","Exciting"
"1974","Divorced",NA,"No ",22,"Not Too Happy",NA,NA,55,"High School","$25,000 or more","Catholic ","Routine"
"1975","Widowed","Yes",NA,18,"Pretyy Happy",NA,NA,81,"<High School","$1,000 to $2,999","Protestant","Routine"
"1976","Married","No ","No ",NA,"Pretyy Happy","Very Happy",NA,44,"Graduate","$25,000 or more","None","Routine"
"1977","Divorced",NA,"No ",20,"Pretyy Happy",NA,"Pretyy Happy",32,"Associate","$25,000 or more","None","Routine"
"1978","Married","No ","No ",29,"Pretyy Happy","Very Happy",NA,53,"High School","$25,000 or more","None","Routine"
"1979","Married","No ","No ",27,"Pretyy Happy","Pretyy Happy",NA,61,"Graduate","Refused","Protestant","Exciting"
"1980","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,19,"High School","$25,000 or more","Protestant","Dull"
"1981","Married","No ","No ",27,"Pretyy Happy","Very Happy",NA,33,"Bachelors","$25,000 or more","Catholic ","Routine"
"1982","Married","Yes","No ",32,"Pretyy Happy","Very Happy",NA,55,"Bachelors","$25,000 or more","Protestant","Exciting"
"1983","Never Married",NA,NA,30,"Not Too Happy",NA,NA,43,"<High School","<$1,000","Protestant","Dull"
"1984","Married","Yes","No ",20,"Pretyy Happy","Pretyy Happy",NA,69,"High School","$25,000 or more","Catholic ","Routine"
"1985","Widowed","Yes",NA,25,"Not Too Happy",NA,NA,84,"High School","$25,000 or more","Protestant","Routine"
"1986","Divorced",NA,"No ",36,"Pretyy Happy",NA,NA,58,"Bachelors","$25,000 or more","Catholic ","Routine"
"1987","Widowed","Yes",NA,21,"Very Happy",NA,NA,73,"High School","<$1,000","Protestant","Dull"
"1988","Married","No ","No ",35,"Pretyy Happy","Not Too Happy",NA,63,"Graduate","Refused","Buddhism","Routine"
"1989","Married","Yes","No ",19,"Very Happy","Very Happy",NA,75,"High School","$25,000 or more","Protestant","Routine"
"1990","Married","No ","No ",32,"Pretyy Happy","Very Happy",NA,59,"Bachelors","Refused","Protestant","Routine"
"1991","Married","Yes","No ",18,"Pretyy Happy","Very Happy",NA,68,"High School","$25,000 or more","Protestant","Exciting"
"1992","Married","Yes","Yes",17,"Pretyy Happy","Pretyy Happy",NA,62,"High School","$25,000 or more","Protestant","Routine"
"1993","Married","Yes","No ",28,"Pretyy Happy","Pretyy Happy",NA,62,"High School","$20,000 to $24,999","Catholic ","Routine"
"1994","Divorced",NA,"No ",22,"Very Happy",NA,"Very Happy",55,"High School","$25,000 or more","None","Routine"
"1995","Divorced",NA,"No ",30,"Not Too Happy",NA,NA,52,"Associate","$25,000 or more","None","Exciting"
"1996","Married","Yes","No ",24,"Pretyy Happy","Very Happy",NA,55,"High School","$25,000 or more","Catholic ","Routine"
"1997","Never Married",NA,NA,NA,"Pretyy Happy",NA,"Pretyy Happy",68,"Graduate","Refused","Protestant","Routine"
"1998","Married","Yes","No ",NA,"Pretyy Happy","Pretyy Happy",NA,71,"Bachelors","$25,000 or more","Catholic ","Routine"
"1999","Married","No ","No ",31,"Pretyy Happy","Pretyy Happy",NA,60,"Graduate","Refused","None","Exciting"
"2000","Married","No ","No ",NA,"Pretyy Happy","Pretyy Happy",NA,45,"Graduate","$25,000 or more","Protestant","Exciting"
"2001","Widowed","No ",NA,NA,"Not Too Happy",NA,NA,74,"Bachelors","$25,000 or more","Protestant","Routine"
"2002","Married","No ","No ",37,"Very Happy","Very Happy",NA,53,"High School","$25,000 or more","Catholic ","Exciting"
"2003","Married","No ","No ",19,"Pretyy Happy","Not Too Happy",NA,36,"<High School","$25,000 or more","None","Exciting"
"2004","Never Married",NA,NA,18,"Very Happy",NA,"Very Happy",37,"<High School","$3,000 to $3,999","Catholic ","Routine"
"2005","Never Married",NA,NA,25,"Pretyy Happy",NA,"Pretyy Happy",38,"Bachelors","$25,000 or more","Catholic ","Routine"
"2006","Married","Yes","No ",25,"Pretyy Happy","Very Happy",NA,49,"Associate","$25,000 or more","Catholic ","Routine"
"2007","Married","No ","No ",39,"Pretyy Happy","Very Happy",NA,62,"Bachelors","$25,000 or more","Protestant","Routine"
"2008","Married","No ","No ",20,"Very Happy","Very Happy",NA,74,"Associate","$25,000 or more","Catholic ","Routine"
"2009","Never Married",NA,NA,NA,"Very Happy",NA,NA,29,"Bachelors","$15,000 to $19,999","None","Exciting"
"2010","Never Married",NA,NA,21,"Very Happy",NA,NA,35,"High School","$1,000 to $2,999","None","Exciting"
"2011","Married","No ","No ",19,"Pretyy Happy","Pretyy Happy",NA,29,"Associate","$25,000 or more","Protestant","Routine"
"2012","Married","Yes","No ",19,"Not Too Happy","Very Happy",NA,69,"Bachelors","$25,000 or more","Protestant","Routine"
"2013","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,74,"High School","$25,000 or more","Inter-Nondenominational","Routine"
"2014","Never Married",NA,NA,15,"Very Happy",NA,"Very Happy",21,"High School","$1,000 to $2,999","None","Exciting"
"2015","Divorced",NA,"No ",33,"Pretyy Happy",NA,NA,57,"High School","$25,000 or more","Protestant","Routine"
"2016","Married","No ","No ",39,"Not Too Happy","Pretyy Happy",NA,53,"Bachelors","$25,000 or more","Christian","Exciting"
"2017","Married","No ","No ",26,"Very Happy","Very Happy",NA,57,"Graduate","$25,000 or more","Protestant","Exciting"
"2018","Married","No ","No ",25,"Very Happy","Very Happy",NA,67,"High School","$25,000 or more","None","Routine"
"2019","Divorced",NA,"No ",33,"Pretyy Happy",NA,NA,50,"High School","$25,000 or more","Protestant","Routine"
"2020","Divorced",NA,"No ",24,"Pretyy Happy",NA,NA,44,"High School","$25,000 or more","Protestant","Routine"
"2021","Married","No ","No ",26,"Pretyy Happy","Very Happy",NA,37,"Bachelors","$25,000 or more","Catholic ","Exciting"
"2022","Married","No ","No ",NA,"Not Too Happy","Pretyy Happy",NA,54,"High School","$25,000 or more","Inter-Nondenominational","Routine"
"2023","Divorced",NA,"No ",17,"Very Happy",NA,NA,56,"Associate","$25,000 or more","Christian","Exciting"
"2024","Never Married",NA,NA,24,"Pretyy Happy",NA,NA,34,"High School","$15,000 to $19,999","None","Dull"
"2025","Divorced",NA,"No ",20,"Pretyy Happy",NA,NA,47,"High School","$25,000 or more","Protestant","Routine"
"2026","Separated",NA,"No ",20,"Pretyy Happy",NA,NA,65,"High School","$1,000 to $2,999","Buddhism","Routine"
"2027","Married","No ","No ",23,"Pretyy Happy","Pretyy Happy",NA,31,"Graduate","$25,000 or more","None","Routine"
"2028","Married","Yes","No ",25,"Pretyy Happy","Very Happy",NA,53,"Bachelors","$25,000 or more","Protestant","Exciting"
"2029","Married","No ","No ",31,"Very Happy","Very Happy",NA,47,"Associate","$25,000 or more","Protestant","Routine"
"2030","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,28,"Bachelors","$15,000 to $19,999","None","Dull"
"2031","Married","No ","No ",25,"Very Happy","Very Happy",NA,36,"Graduate","$25,000 or more","Protestant","Exciting"
"2032","Married","No ","No ",25,"Pretyy Happy","Very Happy",NA,54,"High School","$25,000 or more","Protestant","Routine"
"2033","Never Married",NA,NA,18,"Not Too Happy",NA,NA,61,"High School","<$1,000","Protestant","Routine"
"2034","Married","No ","No ",NA,"Pretyy Happy","Pretyy Happy",NA,41,"Graduate","$25,000 or more","Protestant","Routine"
"2035","Never Married",NA,NA,NA,"Pretyy Happy",NA,"Pretyy Happy",45,"Bachelors","$25,000 or more","Protestant","Exciting"
"2036","Married","No ","No ",25,"Pretyy Happy","Pretyy Happy",NA,43,"Bachelors","$25,000 or more","Protestant","Routine"
"2037","Separated",NA,"No ",48,"Pretyy Happy",NA,NA,62,"Graduate","$25,000 or more","Protestant","Exciting"
"2038","Married","Yes","No ",24,"Pretyy Happy","Pretyy Happy",NA,45,"High School","Refused","None","Exciting"
"2039","Married","No ","No ",22,"Not Too Happy","Very Happy",NA,43,"High School","$20,000 to $24,999","Protestant","Routine"
"2040","Married","Yes","No ",24,"Pretyy Happy","Pretyy Happy",NA,71,"High School","$25,000 or more","Protestant","Routine"
"2041","Married","No ","No ",NA,"Very Happy","Very Happy",NA,37,"Bachelors","$25,000 or more","None","Routine"
"2042","Married","No ","No ",31,"Pretyy Happy","Pretyy Happy",NA,70,"Graduate","$25,000 or more","Protestant","Routine"
"2043","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,43,"High School","$25,000 or more","Protestant","Routine"
"2044","Married","No ","No ",NA,"Pretyy Happy","Pretyy Happy",NA,30,"Associate","$25,000 or more","Catholic ","Routine"
"2045","Married","No ","No ",20,"Pretyy Happy","Pretyy Happy",NA,38,"<High School","$25,000 or more","Protestant","Dull"
"2046","Married","Yes","No ",31,"Very Happy","Very Happy",NA,80,"Bachelors","$25,000 or more","Protestant","Routine"
"2047","Divorced",NA,"No ",28,"Not Too Happy",NA,NA,46,"High School","Refused","Catholic ","Exciting"
"2048","Married","Yes","No ",38,"Not Too Happy","Very Happy",NA,61,"Graduate","$25,000 or more","None","Exciting"
"2049","Never Married",NA,NA,26,"Pretyy Happy",NA,NA,34,"Bachelors","$25,000 or more","None","Routine"
"2050","Married","Yes","No ",19,"Not Too Happy","Pretyy Happy",NA,39,"Associate","$25,000 or more","Catholic ","Routine"
"2051","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,25,"Associate","$20,000 to $24,999","None","Routine"
"2052","Married","No ","No ",26,"Very Happy","Very Happy",NA,45,"Bachelors","$25,000 or more","Protestant","Exciting"
"2053","Married","No ","No ",19,"Very Happy","Very Happy",NA,39,"High School","$25,000 or more","Christian","Exciting"
"2054","Never Married",NA,NA,29,"Pretyy Happy",NA,NA,50,"High School","$25,000 or more","Protestant","Exciting"
"2055","Married","No ","No ",26,"Pretyy Happy","Pretyy Happy",NA,30,"Bachelors","$25,000 or more","Catholic ","Routine"
"2056","Married","Yes","No ",19,"Pretyy Happy","Pretyy Happy",NA,81,"Graduate","$25,000 or more","Protestant","Routine"
"2057","Separated",NA,"No ",32,"Pretyy Happy",NA,"Pretyy Happy",36,"High School","$25,000 or more","Protestant","Routine"
"2058","Married","No ","No ",21,"Very Happy","Very Happy",NA,35,"Bachelors","$25,000 or more","Other","Exciting"
"2059","Separated",NA,"No ",21,"Pretyy Happy",NA,NA,46,"Graduate","$25,000 or more","Protestant","Routine"
"2060","Divorced",NA,"No ",23,"Pretyy Happy",NA,NA,67,"High School","$15,000 to $19,999","Protestant","Routine"
"2061","Divorced",NA,"No ",32,"Pretyy Happy",NA,NA,75,"High School","$25,000 or more","Protestant","Routine"
"2062","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,29,"Bachelors","$25,000 or more","None","Routine"
"2063","Married","No ","No ",NA,"Pretyy Happy","Very Happy",NA,50,"Bachelors","$25,000 or more","Catholic ","Routine"
"2064","Married","No ","No ",38,"Very Happy","Very Happy",NA,52,"Bachelors","$25,000 or more","Jewish ","Routine"
"2065","Married","No ","No ",32,"Pretyy Happy","Very Happy",NA,66,"Bachelors","$25,000 or more","Catholic ","Exciting"
"2066","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,30,"Graduate","$25,000 or more","Jewish ","Routine"
"2067","Married","No ","No ",29,"Very Happy","Very Happy",NA,71,"Graduate","$25,000 or more","Protestant","Exciting"
"2068","Married","Yes","No ",NA,"Pretyy Happy","Very Happy",NA,77,"Graduate","$25,000 or more","None","Exciting"
"2069","Married","No ","No ",23,"Very Happy","Very Happy",NA,48,"<High School","$25,000 or more","Protestant","Dull"
"2070","Married","No ","No ",30,"Pretyy Happy","Pretyy Happy",NA,74,"Bachelors","$25,000 or more","Jewish ","Routine"
"2071","Married","No ","No ",30,"Very Happy","Very Happy",NA,35,"Bachelors","$25,000 or more","Catholic ","Exciting"
"2072","Divorced",NA,"No ",20,"Not Too Happy",NA,"Pretyy Happy",67,"Associate","<$1,000","Christian","Routine"
"2073","Married","No ","No ",23,"Pretyy Happy","Very Happy",NA,40,"High School","$25,000 or more","Catholic ","Routine"
"2074","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,68,"High School","$7,000 to $7,999","None","Routine"
"2075","Divorced",NA,"No ",40,"Not Too Happy",NA,NA,48,"Bachelors","$25,000 or more","Protestant","Exciting"
"2076","Widowed","No ",NA,19,"Not Too Happy",NA,NA,85,"Graduate","$25,000 or more","Protestant","Routine"
"2077","Divorced",NA,"No ",18,"Pretyy Happy",NA,NA,73,"High School","$15,000 to $19,999","Protestant","Routine"
"2078","Married","No ","No ",19,"Very Happy","Very Happy",NA,61,"High School","$25,000 or more","Protestant","Routine"
"2079","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,63,"Bachelors","$25,000 or more","None","Routine"
"2080","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,26,"Associate","<$1,000","Protestant","Exciting"
"2081","Divorced",NA,"No ",22,"Pretyy Happy",NA,NA,54,"High School","$25,000 or more","Protestant","Routine"
"2082","Married","No ","No ",21,"Pretyy Happy","Very Happy",NA,42,"Associate","$25,000 or more","Buddhism","Exciting"
"2083","Married","No ","No ",32,"Very Happy","Very Happy",NA,40,"Bachelors","$25,000 or more","Protestant","Routine"
"2084","Married","No ","No ",30,"Pretyy Happy","Pretyy Happy",NA,46,"Graduate","Refused","None","Routine"
"2085","Never Married",NA,NA,NA,"Pretyy Happy",NA,"Very Happy",44,"Bachelors","$25,000 or more","Protestant","Exciting"
"2086","Married","No ","No ",25,"Pretyy Happy","Very Happy",NA,47,"High School","$25,000 or more","Protestant","Routine"
"2087","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,30,"High School","$10,000 to $14,999","Christian","Routine"
"2088","Married","Yes","No ",34,"Not Too Happy","Very Happy",NA,75,"Graduate","Refused","Protestant","Exciting"
"2089","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,22,"Associate","$25,000 or more","Protestant","Routine"
"2090","Married","No ","No ",30,"Pretyy Happy","Very Happy",NA,67,"Bachelors","$25,000 or more","Catholic ","Exciting"
"2091","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,26,"Graduate","$5,000 to $5,999","Protestant","Routine"
"2092","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,44,"Bachelors","$6,000 to $6,999","Buddhism","Exciting"
"2093","Married","No ","No ",26,"Pretyy Happy","Very Happy",NA,67,"High School","$25,000 or more","Protestant","Routine"
"2094","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,33,"High School","$25,000 or more","None","Routine"
"2095","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,45,"Bachelors","Refused","Catholic ","Routine"
"2096","Separated",NA,"No ",40,"Pretyy Happy",NA,NA,53,"Bachelors","$25,000 or more","Protestant","Routine"
"2097","Married","No ","No ",NA,"Not Too Happy","Pretyy Happy",NA,37,"High School","$1,000 to $2,999","Catholic ","Exciting"
"2098","Never Married",NA,NA,28,"Pretyy Happy",NA,"Pretyy Happy",29,"Bachelors","$25,000 or more","None","Routine"
"2099","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,31,"High School","$10,000 to $14,999","Other","Routine"
"2100","Never Married",NA,NA,NA,"Very Happy",NA,NA,26,"Graduate","$25,000 or more","Protestant","Exciting"
"2101","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,28,"Bachelors","$25,000 or more","None","Routine"
"2102","Widowed","No ",NA,31,"Not Too Happy",NA,NA,64,"High School","$25,000 or more","Christian","Dull"
"2103","Married","Yes","No ",18,"Pretyy Happy","Pretyy Happy",NA,74,"High School","$25,000 or more","Protestant","Routine"
"2104","Never Married",NA,NA,NA,"Very Happy",NA,NA,20,"High School","$5,000 to $5,999","Jewish ","Exciting"
"2105","Married","No ","No ",25,"Not Too Happy","Very Happy",NA,64,"Bachelors","$25,000 or more","Protestant","Routine"
"2106","Married","No ","No ",17,"Pretyy Happy","Very Happy",NA,63,"High School","$25,000 or more","Catholic ","Routine"
"2107","Divorced",NA,"No ",35,"Pretyy Happy",NA,NA,63,"Associate","$10,000 to $14,999","Protestant","Routine"
"2108","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,29,"Bachelors","$25,000 or more","None","Routine"
"2109","Married","No ","No ",31,"Very Happy","Very Happy",NA,53,"Bachelors","$25,000 or more","Protestant","Exciting"
"2110","Married","No ","No ",33,"Pretyy Happy","Very Happy",NA,40,"Bachelors","$20,000 to $24,999","Muslim","Routine"
"2111","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,71,"Bachelors","$10,000 to $14,999","Protestant","Dull"
"2112","Married","No ","No ",29,"Very Happy","Very Happy",NA,35,"Graduate","$25,000 or more","None","Routine"
"2113","Married","Yes","No ",17,"Very Happy","Very Happy",NA,47,"Bachelors","Refused","Protestant","Exciting"
"2114","Married","No ","No ",NA,"Pretyy Happy","Very Happy",NA,32,"Graduate","$25,000 or more","None","Exciting"
"2115","Married","Yes","No ",24,"Very Happy","Very Happy",NA,67,"Graduate","$10,000 to $14,999","Protestant","Exciting"
"2116","Married","No ","No ",38,"Not Too Happy","Pretyy Happy",NA,39,"Graduate","$25,000 or more","Catholic ","Routine"
"2117","Married","No ","No ",37,"Pretyy Happy","Pretyy Happy",NA,45,"High School","$25,000 or more","None","Routine"
"2118","Married","Yes","No ",20,"Pretyy Happy","Pretyy Happy",NA,73,"High School","$25,000 or more","None","Exciting"
"2119","Divorced",NA,"No ",24,"Not Too Happy",NA,NA,56,"High School","$25,000 or more","Protestant","Routine"
"2120","Married","No ","No ",37,"Very Happy","Very Happy",NA,52,"Bachelors","$25,000 or more","Catholic ","Routine"
"2121","Widowed","Yes",NA,21,"Pretyy Happy",NA,NA,84,"High School","$25,000 or more","Protestant","Routine"
"2122","Divorced",NA,"No ",22,"Very Happy",NA,"Very Happy",68,"High School","Refused","Protestant","Routine"
"2123","Married","Yes","No ",26,"Pretyy Happy","Very Happy",NA,68,"Bachelors","Refused","Protestant","Exciting"
"2124","Divorced",NA,"No ",15,"Pretyy Happy",NA,"Not Too Happy",60,"<High School","$25,000 or more","None","Exciting"
"2125","Married","No ","No ",NA,"Very Happy","Very Happy",NA,68,"Bachelors","$25,000 or more","None","Exciting"
"2126","Married","No ","No ",21,"Pretyy Happy","Very Happy",NA,34,"Bachelors","$25,000 or more","Other","Exciting"
"2127","Never Married",NA,NA,NA,"Not Too Happy",NA,NA,65,"Bachelors","$15,000 to $19,999","Protestant","Routine"
"2128","Divorced",NA,"No ",25,"Very Happy",NA,NA,79,"Bachelors","$20,000 to $24,999","Jewish ","Routine"
"2129","Married","No ","No ",30,"Pretyy Happy","Very Happy",NA,50,"Associate","Refused","Protestant","Exciting"
"2130","Married","Yes","No ",32,"Very Happy",NA,"Pretyy Happy",39,"Bachelors","$25,000 or more","Protestant","Exciting"
"2131","Never Married",NA,NA,NA,"Pretyy Happy",NA,NA,44,"Bachelors","$25,000 or more","Protestant","Routine"
"2132","Widowed","No ",NA,16,"Not Too Happy",NA,NA,80,"Bachelors","$25,000 or more","Protestant","Routine"
